content,polarity
"Para los grandes defensores de la España autonómica, una gran recomendación, ""La casta autonómica"" de Gabriel Cruz y . Libro 10!",P
 Felicidades David! Me encanto tu ultimo videoclip! (cantando las 40 a unos plastas ;),P
"“: Felicidades y disfruta de tu melena, otros no pudimos...”JAJAJAJA! por mucho tiempo! Gracias!!!",P
"Quiero agradecer a todos los que me saludaron en la Disco en Alicante, al 52% de -eres un maquina!-al 34% de -nos hacemos unas pajillas-...",P
RT : Tomando un café con mi amiga Sandra / Coffee with my friend Sandra ,P
La hecatombe,N
Durante 4 años en España: Inyección de 110.000 millones de euros a la banca ,N
"Me ha dolido la muerte de Tabucchi como si le conociera. Bueno, leer a algunos escritores es como conocerles...",N
andaluces y asturianos van a propiciar nuevos #gobiernos populares d tan buenos como en #CLM,P
“: felicidades GRande!!!;) todo mi cariño!!;)” GRACIAS AMIGO!!!,P
"Mucha tranquilidad entre los populares andaluces. También en el circulo de Rajoy, desde donde no preven que llegue a Génova antes de las 8",NEU
Difícil interpretar aún esta caída en la participación en las elecciones en Andalucía y en Asturias. Desconcierto en las redacciones.,N
Oigo que la noche será larga en Andalucía. Por lo ajustado del resultado? o por cómo hará la Junta el recuento? #transparencia,N
"Para analizar la participación, no hay que comparar Almería con Sevilla, si no dentro de cada provincia determinados municipios :) :) :)",NEU
Ahora 17personas concentradas en portal iglesia Elorrio para respaldar asesinos ETA.Gracias a dios cada vez son menos ,NEU
Ahora a esperar los resultados de las elecciones mucha suerte a los andaluces y asturianos en especial a J. Arenas y Cherines,P
"En el III cuarto un buen LagunAro ha vuelto a meter 24. La defensa del Madrid patética. Aun puede ganar, pero qué falta de actitud.",NEU
Si sólo hay una encuesta(IPSOS) pq he contabilizado ya 20diferentes resultados israelitasaa? #IntoxicadoresDeJornadaElectoral,N
"Resultados en Sarre: CDU de Merkel fuerza más votada, pero su socio de coalición, clínicamente muertos Aires de Gran Coalición?",N
Lo qe les fastidiara de la foto es que se ve que son solo17concentrados para respaldar a los 16 presos deETA deElorrio ,N
"Andalucía tiene históricamente una de las tasas de participación más altas y Asturias, de las más bajas del país. Hoy se desploma en las 2",NEU
"Estamos a punto de empezar en el programa especial de las elecciones andaluzas y asturianas, con y un gran equipo",P
"Guerra de encuestas! Canal Sur no da la mayoría absoluta al PP, y otras sí.",NEU
No sé por qué pero algo me dice que los datos van a ser mas favorables al que el sondeo de Ipsos para Canal Sur,NEU
Esta tarde no he podido pasarme mucho por el barrio tuitero. Pero sigo aquí. y yo os esperamos a las 21h en ,NEU
;-)))))) RT : En la sede del se respira tranquilidad #25M #Andalucía,P
Moncloa apuesta por 57 escaños y ya deben tener primeras papeletas escrutadas. Pero no noto euforia.,NEU
"En Asturias parece cnfirmarse la victoria del PSOE, se deberia dejar gobernar a l lista mas votada? Dado lo dificil para formar mayorias, si",P
Pp andaluz cauto. Todavía queda el recuento de las ciudades.,P
En Asturias Foro + PP y en Andalucía es de infarto...,N
No me da tiempo a contestar pero os digo a todos q siendo andaluza es para avergonzarse por el apoyo q han dado a los políticos corruptos.,N
Enhorabuena al PP de Andalucía. Victoria histórica. Respeto a la decisión de los andaluces.Ellos son dueños de su elección y de su futuro.,P
Ni un socialista pata negra después de un fin de semana mano a mano con el chófer de Guerrero habría soñado con esto #25M #Andalucía,NEU
El #erragate sale gratis. Gana Rubalcaba o Chacon?,NEU
"Viendo y escuchando a Cospedal, se diría que Cospedal está realmente contenta por el resultado de Arenas en Andalucía. (¿No?) #25M",P
Si Rajoy no presentara Reforma Laboral se diría que PP no gobierna Andalucía por falta de medidas.Hace falta discurso POLÍTICO.,N
"No se puede fiar todo una estrategia política al desgaste del adversario. La gente también necesita ilusión. Arriola, !!!así no!!",N
Victoria sin gobierno: análisis del delegado de EL PAÍS en Andalucía. via ,N
Para quien quiera seguir con el análisis puede hacerlo en el 24 horas con Xabier Fortes. Y mañana más en #losdesayunosdetve a las 9!!!!,P
"Andalucía y Asturias frenan al PP. Sube IU, está por ver si el PSOE entiende el voto crítico y la urgencia de izquierda sensata y con ideas",NEU
"Planeta creativo: nuevo placer otra interesante jornada con vosotros. Mañana pronto estoy con , que sigue a 6 puntos... a2.",P
"Vale, llamadme loco, pero creo que el capitán Haddock es familia de Alfredo Landa...#miscositas ",P
 tintín...he perfao...no atisbo a.... Viva Landa!!;),P
Duro revés para Rajoy. No existen las derrotas dulces. (Post en el blog El Patio del Congreso) ,N
"Gracias, gracias, gracias a todos cuantos habéis seguido confiando en nuestro camino. Ahora toca seguir trabajando por Andalucia.",P
Momento de reflexión para Rajoy: Política no es la cajera de un supermercado que suma productos por código de ba... ,N
"Mirad. ¡Me he comido una ""h"" por segunda vez en el día de hoy! Y me disculpo por segunda vez. Lo siento. Pero estoy cansado. Bona nit.",N
Algunas paradojas electorales. Una victoria que decepciona y una derrota que trae alegría #25M,N
Seguimos actualizando en mi Facebook los videos de los musicos que participan en el nuevo disco. De (cont) ,P
"El Servicio Geológico de EE.UU. dice que terremoto que sacudio Chile anoche, fue de 7,2º (escala Richter)",N
El dia 2 de Junio tocare en el estadio Vicente Calderon para celebrar los 20 años de Cadena100 .. Me llevo toda la artilleria pesada. ;),P
Buenos días. Comenzamos semana política clave: resaca 25M- foto con Obama - huelga general - presupuestos.,NEU
"gracias “: Arenas ingresado por subida de azúcar, tras tanta derrota dulce. Gran análisis de ""”",P
En encontraréis información del estado de las carreteras. Está muy bien,P
"Gracias :) RT : Muchas felicidades por el especial de ayer, la más amplia, plural y completa cobertura informativa del #25M",P
#EPdesayunoPatxi xq formar una mesa de partidos fuera del parlamento? No es un ninguno de la voluntad electoral?,N
Atención: tanto PSOE como PP pierden votos en las andaluzas d ayer respecto a las anteriores d 2008. Diez puntos + d abstención.,N
"Covergència,después de su congreso,ha marcado claro su objetivo: llevar a Cataluña al conflicto social desde la insumisión d coche oficial",N
"Telita. RT Una hora esperando en baseTorrejón.Llega alguien de Exteriores.Y llama al militar de la entrada ""guardia"". Me ha matao",N
Gracias a todos x vuestra felicitacion. Un abrazo. ,P
 con retraso pero Feliz Cumpleaños!!,P
Asi es el Numero Uno HOY A LAS 22:30 en ,P
Los vascos que para López no son vascos ,N
Tiene delito que el que se ponga en la foto con sindicatos sea Valeriano Gomez. El Ministro del Paro del PSOE hasta antes de ayer #caradura,N
" sí, Quevedo, pero no pueden pedir ayuda los q luego se lo gastan en coca, fiestas y prostitución #25M",N
"Carlos Floriano, de Organización del PP, ha hablado hoy en la COPE, Antena 3 TV, RNE y ABC Punto Radio. No puede hacer el chat de EL PAÍS.",N
Rajoy dice a su llegada a Seoul que los resultados en Andalucía no han sido un fracaso,P
Roban dos millones de euros en una joyería madrileña con un butrón - ,N
Y la corrupción sigue... Detenido el 'número 2' de la Diputación de Barcelona por tráfico de influencias ,N
Detenidas 14 personas entre las 76 desalojadas de un edificio en Centro vía ,N
Ya puede consultar en la web La Moncloa el borrador del Anteproyecto de Ley de Transparencia y hacer sus aportaciones,P
El gobierno ahora más q nunca tiene q actuar. La situación política y económica exige contundencia y no paños calientes.Sin miedo a huelgas.,P
"#leydetransparencia opaca. Restringida la política económica y monetaria, propiedad intelectual e industrial, más allá de estándar europeos",N
El gran Ferrán Adriá ahora en ,P
...y mañana prometo ser bueno y no reirme... Coño!!! qué hago entonces con y ? Dios qué sinvivir,NEU
"JA, JA, JA!!! RT : Os juro que he intentado contenerme! Imposible... Pais este el nuestro """,P
Últimamenteaa RT : Últimamente dice usted unas cosas muy extrañas...,N
¿Afectarña Andalucía a los presupuestos del viernes? 20:30,N
"Hoy tendría q haber salido en rueda de prensa Arenas y explicarse. Vamos, digo yo q no poder gobernar a la cuarta merece una explicación.",N
"Cada vez se parece mas a Alvaro Nadal con esa peluca!!! Es la leche, :DDDDDD",N
van a asaltar el Bundesbank? “: FCC y ACS se adjudican un túnel en Alemania por 290 millones de euros ”,N
alaaaaaaaa “: un mordisco mejor ;-)”,P
"RT“: Presentaremos unos Presupuestos austeros y continuaremos haciendo reformas, porque es lo que España necesita",N
El mapa de los #medios más influyentes #periodismo,P
"Ya está en marcha el procedimiento de consulta pública de la Ley de transparencia, acceso a la información... ",P
para aquellos que quieran ver un resumen de lo que fue mi concierto en Ensenada aquí está el #videocapítulo,P
Buenos días ;-)),P
"Agencia noticias SANA:Consejo Nacional Medios Sirio da licencias trabajo a 6 periódicos y 13 revistas d política,economia,sociedad y cultura",P
"El jefe del sondeo que + erró dice q la culpa quizá fue d los proPP, q votaron poco, o los proPsoe, q votaron demasiado ",N
Hemos roto el bipartidismo porque ahora jugamos todos. Se entiende que Monti diga que España preocupa. Es obvio que a los mercados. #29M,NEU
"Acabo de comprar por iTunes la versión de ""Hoy me voy"" del MTV a dueto con , esta buenísima..! .. Y la canción también !",P
El Número Uno arranca con derroche de voz y ritmo vía ,P
"No vi la gala de #ElNumeroUno, pero sí he visto el pedazo de 20,8% de audiencia que hizo. Felicidades, y cía.",P
"Veo a la derecha muy molesta con el resultado en Andalucía y Asturies, al tiempo que a un PSOE ansioso. Nosotros estamos tranquilos.",NEU
“: cuando me vas a mandar un Besoaa Tengo qe seguir esperando? Jaja saludos desde Argentina.”BESAZOOOO!,P
"Rajoy celebra su 57 cumpleaños en Seúl: ""cumplir años no es bueno, no cumplirlos es peor"" ",P
". "" en #Andalucía a través de las urnas es posible la alternancia . Después de 30 años hemos ganado y ser los mas votados""",P
Las cámaras d están preguntando: ¿cree q con el #25M se abre un ciclo político en España favorable al y ?,P
"PP admite q 25M ""ha dado alas"" a PSOE pero niega cambio ciclo. dice en q a Rubalcaba ""lo recogieron los Tédax"" el 20N",N
El TS condena a unos padres a pagar a sus vecinos 8.000 euros por el ruido de sus hijas al piano.,N
Las empresas publicas q cometen irregularidades en a las 3 y ,N
Las ofertas de última hora de son la bomba. Desde 25€/persona y noche...,P
"Con el plan de ajuste de Botella, los talleres culturales en los distritos de Madrid costarán un 40% más",N
"El Festival de #Málaga baja su gasto un 11,5 % al reducir algunas actividades ",NEU
“Nosotras damos de comer a la humanidad” ,P
Exigiremos al Ayuntamiento que mantenga el actual nivel de empleo municipal a todos los niveles de la administración ,P
Deseo de mucho éxito al alcalde de Oropesa. Pasen y vean: Oropesa es la que más se esmera en recrear el Medievo - ,P
"En el alemán d Normandía, miles d chicos d 19 o 20 q mataron y murieron creyendo q su aviación bombardeaba Nueva York. ",N
Hoy se graban coros. Seguimos avanzando.,P
Obra de teatro para concienciar a nuestros escolares en la seguridad vial ,P
¡Curioso! ¿Se imaginan un concierto con efímeros instrumentos de hielo? Escuchen cómo suenan en este #video vía BBC,P
La paz y la seguridad internacional nos exigen un compromiso activo y España está a la vanguardia de este reto ,P
"CSIF se felicita de q sólo les hayan congelado; el gob cat, molesto x quedarse sólo. Lo comentamos en 20:30",NEU
¿Liberar a Otegui? contará lo que se dice en los pasillos del Congreso. 20:30,NEU
Rubalcaba denuncia quelas mujeres son las más dañadas por los recortes y considera prioritaria la igualdad Debería mandar su plan a Valderas,N
"Juan Tardá (ERC) dice en el Congreso q en Cataluña hay recortes xq España ejerce ""expolio financiero"" sobre ellos. ¿En qué realidad vive?",N
"Gracias! RT La sentencia. Soy el ""condenado"". Se lee rapidito, dolo tres folios. Saludos ",P
X favor: una fotografía de Marín para elcongreso x 27.000€urazos!!!! No son muchos euros para una foto? Vía ,N
"¡Cómo estoy de sensible (o de cegato)! He visto en el twitter Fulanito de Tal te ""ha agredido""... y no, era ""agregado""",NEU
Felicitats a l'equip de bàsquet del FCB per arribar a la Final Four! Felicidades al equipo de baloncesto del FCB por llegar a la Final Four!,P
Muere un brigadista en el incendio forestal de Orense vía Atlas,N
Cómo se llega a esto?,N
Montoro advierte de que el recorte del Presupuesto superará el 15% via ,N
"La UE prevé que España suba impuestos, todo listo para la huelga y la renta mínima de inserción, amenazada#portadaEPC",N
"Habéis visto ? Acabo de contar que comienzo gira. Papitwo el 22 de septiembre en Sevilla, el 27 en... ",P
" Yo también lo dí. No es lo mismo el ""quemado"" que el estrés de combate. Hay poco investigado en España.",N
"Se conoce que la publi ahora no dura ná, no?",P
“: Guayaquil te espera con ansias!! Queremos darte un gran y merecido abrazo x ser tan artistaaaa!!”ABRAZOOOO!,P
Algunos venimos diciendo desde el siglo pasado q Alberto Ruiz Antañón era simulación y caspa. Los que se engañaban con él era xp querían,N
"Constatado que Gallardón no tiene ni idea de mujeres, me pregunto si sabrá algo de Justicia... porque él es ministro de Justicia, no?",N
Muy buen reportaje sobre el estrés postraumático en militares via ,P
Cumbre nuclear en Seúl.. Algunos avances. ,P
Alarmante índice de ejecuciones en los escasos países que aplican la pena capital vía ,N
Andalucia: Javier Arenas ofrece diálogo para un pacto de gobernabilidad. Los socialistas insisten en que la 1ª opción es IU.,P
"Los 7 incendios declarados en Galicia, han calcinado más de 400 hectáreas de monte. Un brigadista moría en Castrelo do Val, Orense",N
Què es un éxito en la huelga para los sindicatos? Servirá para algo? Forzarán al gobierno a negociar? UGT y CCOO hoy en #losdesayunosdetve,NEU
"“: Audiencias: ""Tú sí que vales"" lidera en Telecinco tras el partido de Champions ” Ouyesh!",P
Hasta De Guindos recibe la octavilla de ...,N
Enhorabuena a ... Nace eldiario.es ,P
Lo de Gallardon es insufrible. Ahora utiliza a Martín Luther King para justificar su rancia visión de la mujer.,N
""": Una aplicación permite añadir “enemigos” a Facebook "" Ok, pero cuál es el máximo?",P
"No puede ser... Según El Programa de Ana Rosa, en los medios latinoamericanos dicen que Colate se ha liado con Ana Obregón...",N
"El 'ajustazo' de Botella es consecuencia de la política en 3D del ayuntamiento de Madrid: derroche, despilfarro y desmesura.",N
Pido a los ciudadanos que denuncien cualquier hecho violento o coacción. En redes sociales o a través de los teléf. de la Policía.,N
Esperanza Aguirre: Pido a los madrileños que cumplan con su deber cívico de denunciar cualquier acto violento cometido durante la huelga,N
Candidato d IU hablando d la mujer d las tetas gordas(x la delegada d educación)Alguien ha oído a las feministas quejarse?Si fuera del PP..,N
Las cámaras d están preguntando: ¿qué impuestos serían los menos dañinos en caso d q Rajoy decida subirlos? ,N
Pablo García-Rojo: “Eurovegas tiene su primera baza en la reforma laboral del PP” ,N
El viernes conoceremos las cifras de la huelga y de los nuevos presupuestos. A ver si las primeras modifican las segundas. #29MHG,NEU
"Monti, primer ministro de Italia, dice que la crisis en la zona euro 'casi ha terminado'. ",NEU
"Fátima Báñez: ""Las pymes han hecho 10.000 nuevos contratos fijos en mes y medio"". ",P
Casualidades de la vida: Lady Gaga y la Duquesa de Alba se van de cumpleaños ,P
¿Os parece buena idea tuitear fotos de coacciones? Aguirre llama a colgar en Internet fotos de actos violentos ,N
"El consigue el escaño 17 en Asturias al ganar el voto emigrante, vía . decidirá el gobierno de Asturias!!",P
Gobierno de Asturias en el aire. El órdago de Cascos se enfrenta ahora al escaño 17 logrado por el PSOE (voto emigrante),N
El voto emigrante da el diputado 17 al PSOE en Asturias. Empate izquierda-derecha. Atención al diputado clave de UPyD. ,P
"Hoy, un homenaje al blog de mi esposa...  ",P
Bien por y los asturianos!,P
Es un partido de ppios? Sí por supuesto.Q harán ustedes en Asturias? ehhh.esto..uhmm a ver..si es que.bueno...depende.. ,N
"Una gran sorpresa #grabandoundueto. Joaquín con Miguel, Sabina con Bosé. Por ahora, no os puedo contar más :-) Mañana iremos al mar...",P
'El Ibex agrava sus mínimos anuales y pierde el nivel de los 8.000 puntos' vía ,N
'S&P pone en revisión su previsión de crecimiento de España' vía ,N
"Boletín Banco d España: desviación déficit d CCAA fue x ""desfavorable evolución d ingresos"" xq gastos fueron ""inferiores a presupuestado"".",N
El Supremo juzga a Otegui. repasamos los que han apoyado su liberación 20:30,NEU
"N pediré q se disculpen ni locutores energúmenos ni gente con problemas con el alcohol, pero los d si me deben una disculpa",N
"Empezamos enseguida!!! Si quiere información con criterio, 20:30 es su telediario.",P
Muy buenas a tod amigos. Ya estoy aquí de nuevo. Vuelta a la normalidad y muy contentos por la victoria de ayer en Champions. Vamoss..!!,P
"Por la cuenta que os tiene “: podemos afirmar de modo categórico y sin rubor alguno, que mañana no vamos a hacer huelga.”",NEU
Mañana sería bueno que demostraramos todos que vivimos en un país donde se respetan los derechos. Los de trabajar y los de hacer huelga.,P
Gracias :) RT : gracias por la comida en y la organizacion de las #UCJCemprende. Gran iniciativa!!!,P
Tiempos raros: las encuestas no anticipan los resultados y el gobierno no anticipa la reacción ciudadana. La democracia resiste. #29MHG,P
Para los que preguntáis. Mañana sólo se emitirán en TVE los telediarios como servicios mínimos pactados entre dirección y sindicatos.,NEU
"A 6 minutos de comenzar la huelga general, ya oigo los bocinazos ...lo primero : que no despierten a mi hijo por favor ...dormiremos?",N
"Uffff RT : "": El País &gt; El Supremo cita a Elena Salgado por un crédito que no concedió """,N
Empieza la primera #huelgageneral con redes sociales. Veo q aqui se va a dar una batalla mas intensa que en las calles. Los tiempos cambian,P
"Por que le tienen que pegar patadas a las papeleras los que están cerrando los bares? No lo entiendo, de verdad que no lo entiendo",N
No entiendo tanta violencia RT : Puquetes atacan a Lis plicias en alcazabilla,N
Ole tu RT : Como os imaginais el próximo disco? //Como el AIRE! INDISPENSABLE! ;p,P
Claroo Que hay pero todavia no ;) RT : Entonces queaa? Hay discoaa?,P
El Gobierno informará sobre el desarrollo de la huelga general en una primera comparecencia a las 6h vía Interior,NEU
"Título de la obra: ""Inspiración asiática o como quedarse sin tinta en el bic"" ;-) ",P
"Políticos (y otros) que para cuestionar y desprestigiar la huelga general añaden la palabra ""política"".",N
"B. Días. En unos minutos, en Herrera en la Onda. Huelga general. Hasta ahora 35 detenidos. Seguimiento desigual y guerra de cifras.",N
Si los piquetes no son violentos ¿Porqué quieren impedir a la fuerza que salgan los autobuses en Madrid?,N
El peque ya en el cole y ahora tomando un café donde todos los días ;),P
"DGT: En general se registran las mismas retenciones de tráfico a esta hora, que el jueves pasado",N
Oeoeoeoeoeoeoe oeoeoeoeoeoeoe y oeoeoeoeoeoeoe !!!!! Enhorabuena!!!!! Maquinas!!!!!,P
"Soy fan de Fatima Bañez, una ministra con un par. #loteniaquedecir",P
"La portavoz parlamentaria PSOE, Soraya Rodríguez,expresa en nombre PSOE, solidaridad, con los trabajadores q han decidido secundar la huelga",P
Según UGT y CC.OO el seguimiento ha sido masivo en los turnos d noche y aseguran q la jornada transcurre con normalidad y escasos incidentes,P
Alfonso Alonso (PP) afirma que el gobierno vela para garantizar derechos y en el congreso sigue con las reformas para luchar contra el paro.,P
CCOO y UGT dicen que en obras de edificación la mayoría sigue la huelga (EFE),NEU
Según UGT: La huelga en Cataluña es generalizada en industria y transporte público (EFE),NEU
Manifiesto del #PSOE ante la huelga ,NEU
Un Plano con trampa. vía ,N
"Por cierto, estos liberados sindicales fueron a Ferraz a montarla en la Huelga de 2010? #MiraQueMeDaQueNo",N
"En la calle Hortaleza, muchos comercios han echado la persiana. Los chinos, todos abiertos...",NEU
Un piquete en plena coacción cerrando un comercio mediante coacciones en Gran Vía #piquetesmafiosos ,N
Acabo de presenciar la agresión de piquetes a ciudadanos que no quieren hacer huelga en Gran Vía. #abajolospiquetes,N
Muy buena carta de Álvaro de Marichalar respondiendo a Pilar Rahola: ,P
"Sindicalismo incívico: El PP ya gana hasta en Andalucía, aunque IU impida el cambio. Es decir, la transformación... ",P
¡Noticias descombacantes! está disponible! ▸ Historias del día por ,P
"""Un clamoroso fracaso y un insulto a los parados"". Editorial 20.30h especial #enhuelga #FracasoSindical",N
"Fuerte abrazo a , que ha sufrido en sus carnes la acción de los piquetes 'informativos' por hacer su trabajo #mafia #intolerancia",N
"Según ministra de empleo, hay ""normalidad. El gobierno trabaja en su principal preocupación: sacar a España de la crisis"". #Congreso",P
"La ministra Báñez se agarra al dato del consumo de energía que, según ella, es menor que en otras huelgas.",N
La ministra de trabajo asegura que el consumo energético es mayor que en las dos convocatorias de huelga previas #29M,NEU
"Mtra Empleo ""la parte troncal de la reforma no se va a cambiar porque es la necesaria para mejorar el empleo"" a las 15h ",P
"Que gracias , a mi si me ha pasado estos días! La sequía nos carga de electricidad vía ",NEU
"#29M Los q quieren minimizar hablan d normalidad en la calle y de comercio abierto. Los q quieren agrandarla, de las fábricas. Todos sesgan",N
"La huelga a la japonesa del Congreso de los Diputados no ha sido tanta. El Pleno termina a la hora de comer, como algunas veces",N
"Venga, ya estamos en portada en el Wall Street Journal ",P
CCOO usa una 'foto trampa' para inflar el éxito de la huelga vía ,N
Estoy en la manifestación de Madrid. Sin duda hay muchísima más gente que en la anterior huelga general.,NEU
Nos vamos a Atocha para ver la incidencia de la huelga. ¿Habrá normalidad? 20:30,N
El Congreso aplaude a Fátima Báñez. Soberanía nacional vs coacción sindical. 20:30,P
"INDIGNANTE. ""Los piquetes agreden a una niña discapacitada en Córdoba"". #fracasosindical",N
"El TC sólo estima 3recursos a presos de ETA por la 'Parot'. Casi 30 son rechazados, pero aún queda revisar otros tantos ",NEU
Ya está liada otra vez en Bcn. Batalla campal en el centro de Barcelona ,N
Encarna. Te bloqueo por insultar.,N
¿No os parece significativo que los únicos medios de comunicación en los que ha tenido incidencia la huelga sean los que pagamos todos?,N
"Mi análisis mañana en : ""Una huelga de baja intensidad que relaja la presión sobre Rajoy"" #dospalabras",N
Buen relato en #storify de sobre el seguimiento de la huelga en los medios #29M,P
"Tras la huelga general de hoy, mañana los Presupuestos del viernes de Dolores.",N
"Toxo a Rajoy: ""No se puede arruinar tres décadas de diálogo social sin pagar las consecuencias"".",N
"Dicen que los sindicalistas están anticuados, pero la mitad de los que rodean a Toxo y Méndez están tuiteando. #29M",NEU
Anacronismo . Sobre la decadencia de las huelgas generales. Via Gracias ,N
"Como siempre, hay quien intenta manchar el éxito de las movilizaciones con la violencia (injustificable) de algunos grupos minoritarios.",N
"Ni el voto es un cheque en blanco, ni la mayoría absoluta es inexpugnable. El PP debería saberlo por experiencia.",N
De mis películas preferidas (watching Primera Plana) ,P
Génova tiene difícil papeleta en Asturias. Si prima el gobierno pierde el partido a manos de Cascos. Si prima el partido pierde el gobierno.,N
Enhorabuena al bilbao!! Grande!!!,P
Bueno el athletic!! Perdon chicos!!! Ehnorabuena!!!!!,P
RAUL 2 - ATHLETIC 4. ¡Aupa Athletic! ¡Aupa Athletic! ¡Aupa Athletic!,P
"Pues sí “: Esperanza Aguirre, sobre la huelga general: «Estos sindicatos caerán como el muro de Berlín» ",N
Una que se va a dormir ;-)) Mañana mas y mejor #buenasnoches,P
"Lo importante es que mañana tras la huelga seamos capaces cada uno desde su responsabilidad, de acertar. Me preocupa el nivel de algunos.",NEU
Por cierto Raúl es un crack y el Athletic la leche,P
enough today.... dos huelgas más como ésta y unos cuantos somos hombres muertos!!... mañana estaré a las 13.30h en ,N
RT : La diferencia socialdemócrata.Texto d d lectura imprescindible. Alguien cogerá el testigo? ,P
"Buenos días. Coincido con el Papa en criticar a quienes ""encerrándose en su verdad intentan imponerla"" al resto aun con insultos en la onda.",NEU
RT : su artículo me ha inspirado y alegrado mi paseo perruno d la mañana. Compraré su libro.,P
"Oeoeoeoeoeoeoe oeoeoe oeoeoe increíble audiencia de ayer en el canal 2,4% de share!!! Gracias!!!!!",P
"Una huelga de ""baja intensidad"" que relaja la presión sobre Rajoy - Dos Palabras vía ",NEU
"Vamos camino de ser de nuevo el equipo mas querido de España, y empezamos a ser apreciados en Europa! Orain ta beti gora ATHLETIC!",P
"Se nos quiere hacer creer que España empieza a ser ya como Grecia, pero la realidad es q estamos muy lejos de eso... O no tanto?",N
El gobierno se refugia en los votos y eso esta bien. Pero negocia con los mercados y no con los ciudadanos. ¿ES UN GOLPE DE MERCADO?,N
"Durante el evento, entregaremos #distinciones en materia# educativa como las Cruces José de Calasanz y la #Medalla de la Educación Aragonesa",P
Hoy es viernes de dolor (aunque la subida de la luz es el mes que viene),N
Voy a aprovechar que es viernes para irme a Tudela a un coloquio y eso...#pichorradicas,P
Feliz día #FF,P
Asi es RT : No os perdais la aplicación #Icofrade está muy currada!! Podeis descargarla en las Appstores correspondientes!,P
"Te va a caer un UNFOLLOW q no te vas a levantar en 6 díasRT : Lucas, duerme con el culo tapado y calla.#PlastaHastaCuandoNoCurra",N
Willy Toledo ha pasado la noche en los calabozos de la Policía y ha sido trasladado esta mañana ante el juez,N
Un #asteroide de 48 metros pasa este domingo cerca de la Tierra - ,N
"#LaPepa 339 ""Las contribuciones se repartirán entre todos los españoles con proporción a sus facultades, sin excepción ni privilegio alguno""",P
Castellana sí...:) RT : a que tú das fe de que no soy áspera ni castellana?Loveyoubandido!,P
"""Los BRICS alzan la voz"": nuevo post de mi blog ""El Ojo y el Párpado"" ",NEU
"Esta tarde, a la Junta Directiva del PP valenciano: se convocará el congreso que revalidará a como líder regional. ",P
"Valeriano Gómez (PSOE), ex ministro de Trabajo, subraya que la legitimidad del Gobierno para hacer la reforma laboral es ""incuestionable""(1)",P
"Los programas contra la violencia de género del Min. d Sanidad aumentan su presupuesto en más del 16%. Es de lo poco que sube, ¡bien!",P
Gran expectación en La Moncloa. Esperando los recortes #CMin ,NEU
"#PGE La vicepresidenta va preparando el terreno: ""situación límite y si hubiera sido otra, las decisiones serían muy diferentes""",NEU
"Recorte ministerios de un 16,9%. ""Ajuste drástico""",N
No habrá subida del IVA y se recortarán 27.000 millones de euros.,N
"A las 3 en , el presupuesto tiene otro recorte de un 17%, congela el sueldo de los funcionarios y sube el impuesto de sociedades",N
"A las 3 en , el gobierno catalán quiere endurecer la ley para enfrentarse a los violentos antisistema de Barcelona",P
Impresionante la cantidad de saludos que he recibido en lo que va del día. Me habéis cargado las pilas para todo el resto del año.,P
La luz doméstica sube un 7% #pge,N
El recorte es de 27.300 millones de euros #CMin,N
"#Presupuestos Atención, pregunta. Mantiene el Gobierno su previsión de que el PIB caerá el 1,7% o cree que con lo aprobado hoy será más?",N
"Montoro habla de ""regularización fiacal"". O sea, habrá amnistía fiscal. #consejodeministros",N
"#Presupuestos Ha ido muy deprisa Montoro, pero juraría que estamos ante una amnistía fiscal para los defraudadores que regularicen",N
#Presupuestos Y ahora cuenta Montoro algunas de las maneras baratitas que tendrán a su alcance los defraudadores para regularizar,N
Ojo Urdangarines RT oportunidad “: Montoro anuncia amnistía fiscal para quien traiga los millones a España. #consejoministros”,N
 abrazo amigo!! Te deseo lo mejor!!;)),P
RT : marca máximo rozando el 9% gracias al interés de la huelga general. ,P
Carta con lupa. Lo mashhhh. #NoEsMenúParaViejos ,NEU
"Un Gobierno de izdas bajo los impuestos a las grandes empresas y un Gobierno de dchas se los vuelve a subir, es este el mundo al revés?",NEU
"“, Bonito retablo. ”",P
". "" ahora a seguir trabajando con humildad, esfuerzo y responsabilidad """,P
3 campañas en 1 año ;-)) gracias ;-)) ,P
3 agentes Policía Nacional salvan a 2 niños atrapados en incendio en Linares (Jaén). Los vecinos avisaron al 091 por los gritos. Vía Policía,P
"Se que hay unís cuantos felices con la amnistía. Pocos, los felices de siempre, los q nunca pierden y luego van de buenos x el mundo. Penoso",N
la Justicia avala la prohibición de la delegada del Gobierno de Madrid de prohibir la marcha atea el jueves santo.,NEU
"España en coma provocado y Asturias en la UCI, sin fondos mineros ni infraestructuras. El supuesto de Rajoy y sus consecuencias.",N
"#canariosaislados El tajo en 65 millones de € de la subvención al transporte de residentes enciende Canarias, Baleares, Ceuta y Melilla.",N
"preparados para el concierto de mañana en Culiacán, fin de gira en México.",P
"Hoy tenemos el primer día OFF real de la gira, lo pasaré con todo el equipo, músicos y técnicos.",N
“: yo te sigo desde el primer dia y seguire haciendolo hasta que me muera pk eres la mejor voz!!”OLEEE! GRACIAS!,P
“: Buenas noches a tod :-) #FF a los más de 334.000 Fans de ”ME UNO!!!,P
RT: “: Primera condición para que funcione este chanchullo q es siempre la amnistía fiscal es q no nos enteremos ni tú ni yo.,N
